ix,BAC,age,collection_date,drink_type,num_drinks,sex,units,volume_consumed,weight
1387,0.097296836,32,2018-01-29T12:21:46.588526,Franziskaner Weissbier,2.3,,SI,817.846743,189.6076577
1388,0.168904587,606,2018-01-29T12:21:46.588733,whiskey,4.5,femeal,metric,200.3385432,211.1031803
1389,0.092104128,46,2018-01-29T12:21:46.588908,vidka,3.2,Female,,4.8,186.53
1390,0.052065343,44,2018-01-29T12:21:46.589079,vidka,1.1,femeal,,1.65,134.89
1391,0.025042456,730,2018-01-29T12:21:46.589249,IPA,1.2,Male,metric,426.5565183,259.1653526
1392,0.185426122,12/29/96,2018-01-29T12:21:46.589426,Scotch,8.3,male,metric,365.7946457,296.6899912
1393,0.046524272,5/2/93,2018-01-29T12:21:46.589607,Beer,2,Male,metric,710.7757032,311.6782546
1394,0.057348939,8/21/68,2018-01-29T12:21:46.589790,Bud Light,2.5,male,metric,888.227618,271.2469225
1395,0.116883404,733,2018-01-29T12:21:46.589973,Vino,3.3,female,metric,486.6563336,234.5620348
1396,0.04393669,5/22/60,2018-01-29T12:21:46.590141,vidka,1.3,femeal,metric,58.76086038,254.9537251
1397,0.036644063,656,2018-01-29T12:21:46.590323,Warsteiner,0.9,Female,,10.8,146.21
1398,0.140600339,41,2018-01-29T12:21:46.590486,Cab,4.2,,,21,165.54
1399,0.065647415,476,2018-01-29T12:21:46.590836,Beer,2.5,male,metric,888.814514,280.1707859
1400,0.051125452,61,2018-01-29T12:21:46.591159,shots,2,meal,,3,199.4
1401,0.046292197,10/3/60,2018-01-29T12:21:46.591378,Wine,1.8,M,metric,265.5019479,302.8142544
1402,0.0421187,412,2018-01-29T12:21:46.591598,Bud Light,1.5,female,metric,532.6047831,269.2327289
1403,0.177848033,31,2018-01-29T12:21:46.591777,whiskey,6.3,M,,9.45,156.92
1404,0.073173199,541,2018-01-29T12:21:46.591959,Vin,2.8,meal,,14,184.9
1405,0.058971601,8/30/65,2018-01-29T12:21:46.592130,Vin,1.4,femeal,,7,134.9
1406,0.059726941,2/7/64,2018-01-29T12:21:46.592634,whiskey,2.3,Male,,3.45,190.12
1407,0.158740858,45,2018-01-29T12:21:46.592934,IPA,5,F,,60,166.57
1408,0.081199734,513,2018-01-29T12:21:46.593114,Bud Light,4.1,Male,SI,1456.685146,313.6569699
1409,0.191309091,52,2018-01-29T12:21:46.593281,Franziskaner Weissbier,4.3,,metric,1527.810996,181.6164516
1410,0.056773601,9/20/77,2018-01-29T12:21:46.593458,Vino,1.9,,,9.5,195.6
1411,0.057750363,533,2018-01-29T12:21:46.593623,Vin,1.7,femeal,SI,250.953597,226.8634286
1412,0.068110254,48,2018-01-29T12:21:46.593781,shots,2.1,,SI,93.19444689,266.1165356
1413,0.007732675,408,2018-01-29T12:21:46.593958,Beer,0.7,,,8.4,173.41
1414,0.133014483,10/3/80,2018-01-29T12:21:46.594116,Scotch,5.4,meal,metric,239.1590705,280.8991257
1415,0.057543963,61,2018-01-29T12:21:46.594308,shots,1.6,F,metric,71.32992096,248.5453809
1416,0.094099513,768,2018-01-29T12:21:46.594884,vidka,2.3,female,,3.45,144.72
1417,0.023522698,760,2018-01-29T12:21:46.595053,Merlot,1.2,male,,6,207
1418,0.368466651,262,2018-01-29T12:21:46.595385,Beer,10.3,F,SI,3657.624011,233.9564287
1419,0.022093813,3/25/72,2018-01-29T12:21:46.595687,IPA,1.1,M,,13.2,190.59
1420,0.015542737,515,2018-01-29T12:21:46.595951,shots,0.6,meal,metric,25.19572971,255.0753369
1421,0.067662736,2/12/58,2018-01-29T12:21:46.596164,Cab,2.1,Female,,10.5,172.38
1422,0.090474257,459,2018-01-29T12:21:46.596364,Scotch,2.6,Female,metric,116.6786178,227.6079631
1423,0.06357952,33,2018-01-29T12:21:46.596766,Beer,1.5,femeal,,18,137.15
1424,0.156595251,428,2018-01-29T12:21:46.596976,Merlot,3.5,,,17.5,126.07
1425,0.113589719,23,2018-01-29T12:21:46.597141,Warsteiner,5.3,M,SI,1882.593886,288.5810189
1426,0.05563126,1/29/86,2018-01-29T12:21:46.597327,Beer,1.6,F,,19.2,165.62
1427,0.05659217,605,2018-01-29T12:21:46.597503,Cab,2.5,,metric,371.1059258,295.9639647
1428,0.173894764,6/9/75,2018-01-29T12:21:46.597680,Franziskaner Weissbier,5.3,F,,63.6,171.98
1429,0.045320047,60,2018-01-29T12:21:46.597858,Cab,1.2,femeal,metric,177.4205294,229.0040703
1430,0.071000995,499,2018-01-29T12:21:46.598041,Wine,3,male,,15,182.36
1431,0.076709763,262,2018-01-29T12:21:46.598212,whiskey,3.5,meal,metric,156.1976575,312.3753746
1432,0.018838596,10/7/66,2018-01-29T12:21:46.598390,vidka,0.5,Male,,0.75,180.82
1433,0.038545692,55,2018-01-29T12:21:46.598555,Vino,1.4,male,,7,157.74
1434,0.091973572,723,2018-01-29T12:21:46.598960,whiskey,3.3,femeal,,4.95,195.56
1435,0.171214951,317,2018-01-29T12:21:46.599229,IPA,7.6,meal,metric,2698.309393,298.4356442
1436,0.129726681,378,2018-01-29T12:21:46.599419,Franziskaner Weissbier,5.6,M,metric,1988.605324,280.4032549
1437,0.023422207,778,2018-01-29T12:21:46.599591,Warsteiner,1.2,M,,14.4,194.03
1438,0.075472446,48,2018-01-29T12:21:46.599869,Beer,3.6,meal,SI,1277.125081,284.08269
1439,0.081443795,532,2018-01-29T12:21:46.600079,whiskey,3.4,male,metric,151.9050695,314.5819008
1440,0.177222691,288,2018-01-29T12:21:46.600254,shots,6.2,female,metric,274.0017962,276.7507717
1441,0.017515864,44,2018-01-29T12:21:46.600439,whiskey,0.6,femeal,metric,24.29776843,260.1258563
1442,0.035702399,599,2018-01-29T12:21:46.600636,Bud Light,1,Female,SI,354.8653369,245.1810105
1443,0.011912709,560,2018-01-29T12:21:46.600817,Cab,0.5,male,,2.5,193.7
1444,0.052148766,1/17/76,2018-01-29T12:21:46.600980,Vino,1.2,F,,6,130.49
1445,0.043106505,47,2018-01-29T12:21:46.601150,Merlot,1.1,femeal,,5.5,159.3
1446,0.083028564,702,2018-01-29T12:21:46.601321,whiskey,2.6,femeal,metric,115.2467537,240.1406351
1447,0.07975785,719,2018-01-29T12:21:46.601492,Warsteiner,3.8,M,,45.6,216.51
1448,0.123194764,47,2018-01-29T12:21:46.601658,whiskey,3.2,femeal,SI,141.5648582,221.7865112
1449,0.026286561,62,2018-01-29T12:21:46.601838,Beer,1.2,M,metric,426.1518327,321.948164
1450,0.27696338,24,2018-01-29T12:21:46.602029,Merlot,9.1,female,,45.5,183.25
1451,0.050939218,273,2018-01-29T12:21:46.602198,Warsteiner,2.2,M,,26.4,182.36
1452,0.001962549,9/25/59,2018-01-29T12:21:46.602353,Vino,0.4,Male,,2,208.88
1453,0.231225273,32,2018-01-29T12:21:46.602521,shots,6.1,,,9.15,151.93
1454,0.115716424,49,2018-01-29T12:21:46.602692,Scotch,4.5,Male,SI,200.4824229,242.5552297
1455,0.010288933,60,2018-01-29T12:21:46.602878,Beer,0.4,Male,,4.8,177.7
1456,0.052079633,45,2018-01-29T12:21:46.603053,Beer,1.7,Male,metric,603.6973956,241.1338515
1457,0.044027195,7/5/65,2018-01-29T12:21:46.603238,Vino,1.4,F,,7,177.92
1458,0.131127528,315,2018-01-29T12:21:46.603407,vidka,5.7,Male,,8.55,194.17
1459,0.084736303,672,2018-01-29T12:21:46.603567,Scotch,3.6,male,metric,158.6123414,264.579304
1460,0.117659065,736,2018-01-29T12:21:46.603742,Merlot,3.3,Female,metric,488.8708669,248.4508198
1461,0.046792719,44,2018-01-29T12:21:46.603901,Wine,1.7,female,metric,251.5314018,304.9804947
1462,0.076716376,529,2018-01-29T12:21:46.604081,Merlot,2.8,meal,,14,179.49
1463,0.099141225,414,2018-01-29T12:21:46.604226,vidka,4.3,M,SI,191.184774,268.3762846
1464,0.015362415,690,2018-01-29T12:21:46.604383,whiskey,0.9,F,,1.35,190.61
1465,0.055649516,64,2018-01-29T12:21:46.604754,Vin,2.3,Male,,11.5,186.86
1466,0.154349271,38,2018-01-29T12:21:46.605200,vidka,3.9,,,5.85,141.77
1467,0.158464089,5/2/78,2018-01-29T12:21:46.605532,Cab,5.7,Male,,28.5,170.8
1468,0.321574702,5/19/95,2018-01-29T12:21:46.605851,Vino,10,Female,metric,1481.240228,247.4839504
1469,0.024176599,43,2018-01-29T12:21:46.606188,shots,1.1,meal,,1.65,198.46
1470,0.054822066,5/16/86,2018-01-29T12:21:46.606510,shots,1.6,femeal,,2.4,184.15
1471,0.162988273,429,2018-01-29T12:21:46.606815,Vin,4.9,,SI,723.2240745,244.0180727
1472,0.064786995,1/10/68,2018-01-29T12:21:46.607086,whiskey,2.5,Male,,3.75,207.58
1473,0.107830928,47,2018-01-29T12:21:46.607261,Warsteiner,3.2,F,,38.4,152.3
1474,0.11989137,5/19/54,2018-01-29T12:21:46.607442,IPA,3.1,female,metric,1101.978486,220.8814427
1475,0.111191319,25,2018-01-29T12:21:46.607630,vidka,4.8,male,,7.2,186.49
1476,0.144054829,319,2018-01-29T12:21:46.607801,whiskey,4.7,female,,7.05,174.98
1477,0.090612623,48,2018-01-29T12:21:46.607960,Bud Light,3.1,Male,,37.2,177.47
1478,0.046872586,456,2018-01-29T12:21:46.608132,Beer,1.3,male,,15.6,146.24
1479,0.030460774,61,2018-01-29T12:21:46.608300,Merlot,1.2,,,6,162.29
1480,0.144118192,31,2018-01-29T12:21:46.608471,vidka,7.1,,SI,316.9279432,321.4554007
1481,0.023974349,616,2018-01-29T12:21:46.608656,Bud Light,0.5,femeal,metric,176.9670492,231.7223125
1482,0.115570444,379,2018-01-29T12:21:46.608827,whiskey,4,Female,metric,178.0733277,273.236816
1483,0.14292503,530,2018-01-29T12:21:46.609011,vidka,4.5,female,metric,199.6742553,244.1680166
1484,0.160592665,474,2018-01-29T12:21:46.609188,shots,5.1,femeal,,7.65,180.05
1485,0.178167762,2/20/90,2018-01-29T12:21:46.609346,Scotch,6.3,M,metric,278.6481215,228.9633175
1486,0.181219706,11/21/80,2018-01-29T12:21:46.609538,Vin,5.4,femeal,,27,170.03
1487,0.053980069,487,2018-01-29T12:21:46.609712,Vin,1.9,Female,,9.5,185.8
1488,0.035537302,572,2018-01-29T12:21:46.609872,whiskey,1.6,Male,metric,70.87514935,274.0381994
1489,0.071343545,607,2018-01-29T12:21:46.610049,Franziskaner Weissbier,2.5,F,,30,195.92
1490,0.176668158,23,2018-01-29T12:21:46.610208,Wine,5.3,female,SI,783.9440799,248.0413588
1491,0.029777025,55,2018-01-29T12:21:46.610392,Scotch,0.9,,,1.35,176.75
1492,0.135680008,49,2018-01-29T12:21:46.610674,Wine,4,femeal,SI,592.7502228,246.443562
1493,0.015966494,672,2018-01-29T12:21:46.610869,IPA,0.4,female,metric,140.6334791,170.7081578
1494,0.009916179,11/27/59,2018-01-29T12:21:46.611044,Cab,0.4,,SI,59.30317001,256.0084657
1495,0.200709341,286,2018-01-29T12:21:46.611252,Vino,6.3,,metric,931.5400183,208.8985672
1496,0.081905318,5/4/84,2018-01-29T12:21:46.611435,Vino,2.2,,SI,327.4996805,219.248107
1497,0.081110121,600,2018-01-29T12:21:46.611625,Vino,3.5,,,17.5,193.88
1498,0.021991914,5/8/77,2018-01-29T12:21:46.611782,Warsteiner,1.2,male,,14.4,195.54
1499,0.035137549,12/28/88,2018-01-29T12:21:46.611956,Vin,0.9,F,,4.5,165.38
1500,0.140452855,678,2018-01-29T12:21:46.612128,vidka,2.7,female,,4.05,110.07
1501,0.112491603,264,2018-01-29T12:21:46.612285,Merlot,3.4,male,,17,146.47
1502,0.089173709,370,2018-01-29T12:21:46.612442,shots,4.1,male,metric,181.3253202,295.8245575
1503,0.041534556,43,2018-01-29T12:21:46.612613,Wine,1.7,meal,,8.5,189.05
1504,0.055442128,3/1/76,2018-01-29T12:21:46.612783,Wine,2.4,M,metric,354.9440669,258.664108
1505,0.097135189,572,2018-01-29T12:21:46.612974,Cab,4.2,Male,SI,622.2418436,283.2568363
1506,0.029421099,645,2018-01-29T12:21:46.613144,shots,0.5,F,,0.75,143.47
1507,0.121665527,584,2018-01-29T12:21:46.613301,vidka,4.6,M,metric,203.9503196,261.261013
1508,0.134122876,706,2018-01-29T12:21:46.613471,whiskey,3.4,,metric,150.0031681,206.7867169
1509,0.042418893,698,2018-01-29T12:21:46.613646,Wine,2.2,M,metric,324.7698715,290.9856732
1510,0.033398503,564,2018-01-29T12:21:46.613816,Merlot,1.6,Male,,8,216.95
1511,0.097112647,35,2018-01-29T12:21:46.613971,IPA,3.5,femeal,,42,187.17
1512,0.122814322,2/5/81,2018-01-29T12:21:46.614140,vidka,4.1,,metric,180.0455021,257.0681097
1513,0.028386955,342,2018-01-29T12:21:46.614326,Bud Light,0.9,meal,,10.8,203.38
1514,0.029420854,9/15/60,2018-01-29T12:21:46.614483,IPA,1.3,male,SI,462.4806965,283.2845059
1515,0.122275825,37,2018-01-29T12:21:46.614741,Warsteiner,3.3,Female,,39.6,147.74
1516,0.10755468,7/25/76,2018-01-29T12:21:46.614913,shots,4.8,male,,7.2,201.06
1517,0.197483867,6/5/92,2018-01-29T12:21:46.615086,vidka,5.9,femeal,,8.85,177.71
1518,0.087814123,510,2018-01-29T12:21:46.615259,Wine,3,Male,metric,445.2851666,228.0722855
1519,0.093834003,749,2018-01-29T12:21:46.615431,whiskey,2.8,femeal,,4.2,172.44
1520,0.079588227,569,2018-01-29T12:21:46.615595,whiskey,3.2,M,metric,142.0308669,299.5696315
1521,0.046137088,742,2018-01-29T12:21:46.615764,vidka,2.4,Male,,3.6,206.11
1522,0.125191967,545,2018-01-29T12:21:46.615926,Scotch,3.9,F,,5.85,177.98
1523,0.309684891,316,2018-01-29T12:21:46.616084,IPA,8.6,F,,103.2,151.77
1524,0.044720373,11/9/69,2018-01-29T12:21:46.616262,IPA,1,,metric,354.3903407,209.7696457
1525,0.088432047,664,2018-01-29T12:21:46.616562,Wine,2.3,,SI,341.8552941,224.3199594
1526,0.04077361,583,2018-01-29T12:21:46.616763,IPA,2.1,male,,25.2,215.33
1527,0.173835213,354,2018-01-29T12:21:46.616937,Beer,6,F,,72,192.35
1528,0.054843076,459,2018-01-29T12:21:46.617121,Cab,2.6,meal,metric,386.6256552,305.6746078
1529,0.03462399,681,2018-01-29T12:21:46.617295,Bud Light,0.9,femeal,metric,319.9675617,223.9098603
1530,0.163198465,421,2018-01-29T12:21:46.617467,Merlot,6.4,male,,32,178.51
1531,0.071347121,701,2018-01-29T12:21:46.617624,Bud Light,2.6,Female,metric,923.9582571,297.9905032
1532,0.017533264,44,2018-01-29T12:21:46.617795,whiskey,0.6,meal,metric,26.69405286,282.1478017
1533,0.039464177,722,2018-01-29T12:21:46.617977,Vino,1.7,male,,8.5,189.14
1534,0.112913289,12/8/75,2018-01-29T12:21:46.618140,Cab,3,female,metric,445.6156564,205.0107769
1535,0.017509522,35,2018-01-29T12:21:46.618329,Vino,0.7,female,metric,104.1173748,214.4366492
1536,0.11007583,268,2018-01-29T12:21:46.618509,Cab,4.5,meal,,22.5,191.15
1537,0.105410772,33,2018-01-29T12:21:46.618664,Merlot,3,F,metric,442.4178022,214.101577
1538,0.113753877,28,2018-01-29T12:21:46.618891,whiskey,4.4,femeal,,6.6,206.37
1539,0.05287759,569,2018-01-29T12:21:46.619162,whiskey,2.1,male,metric,93.97954328,265.242522
1540,0.06028365,4/2/66,2018-01-29T12:21:46.619344,Vin,1.9,F,,9.5,186.06
1541,0.030568716,429,2018-01-29T12:21:46.619517,whiskey,1.4,M,metric,60.26104648,301.5500695
1542,0.04130771,743,2018-01-29T12:21:46.619686,Vin,1.2,Female,,6,148.01
1543,0.058214551,555,2018-01-29T12:21:46.619850,Franziskaner Weissbier,1.6,femeal,metric,567.2094619,243.5991309
1544,0.184007047,262,2018-01-29T12:21:46.620132,Cab,4.6,female,metric,680.7076805,205.9635914
1545,0.061806448,400,2018-01-29T12:21:46.620326,whiskey,1.5,F,,2.25,193.72
1546,0.182469518,12/26/88,2018-01-29T12:21:46.620572,Scotch,7.7,meal,SI,344.1708652,273.1674877
1547,0.146039847,404,2018-01-29T12:21:46.620818,Beer,6,,,72,185.44
1548,0.073437789,34,2018-01-29T12:21:46.620990,IPA,2.2,femeal,,26.4,179.36
1549,0.028906479,412,2018-01-29T12:21:46.621174,whiskey,0.7,female,SI,30.05794912,233.3400456
1550,0.123773575,46,2018-01-29T12:21:46.621349,shots,3.8,Female,,5.7,183.87
1551,0.096000407,11/3/63,2018-01-29T12:21:46.621520,Beer,3.2,F,,38.4,180.77
1552,0.053509782,455,2018-01-29T12:21:46.621693,Beer,1.3,Female,metric,462.2264354,211.9851215
1553,0.05371318,560,2018-01-29T12:21:46.621859,Beer,1.6,F,,19.2,158
1554,0.015610432,621,2018-01-29T12:21:46.622166,Franziskaner Weissbier,0.5,Male,,6,192.93
1555,0.079555752,655,2018-01-29T12:21:46.622346,Scotch,3.2,,SI,141.662581,270.4481172
1556,0.227572127,9/21/95,2018-01-29T12:21:46.622526,vidka,9,meal,,13.5,181.29
1557,0.028448506,470,2018-01-29T12:21:46.622704,Vino,1.3,M,,6.5,189.21
1558,0.025493355,6/11/61,2018-01-29T12:21:46.622864,vidka,0.9,Male,metric,39.16239998,283.3144654
1559,0.023199224,9/13/84,2018-01-29T12:21:46.623049,Scotch,0.8,femeal,metric,35.66836502,219.2691592
1560,0.111694937,58,2018-01-29T12:21:46.623235,Warsteiner,3,femeal,,36,162.07
1561,0.050656826,11/5/92,2018-01-29T12:21:46.623415,Cab,2,Female,,10,196.63
1562,0.149831218,312,2018-01-29T12:21:46.623590,Merlot,3.9,femeal,metric,576.3559974,207.8243546
1563,0.025291463,3/15/64,2018-01-29T12:21:46.623760,vidka,0.9,meal,metric,40.91111795,287.5526228
1564,0.035941531,28,2018-01-29T12:21:46.623949,IPA,1.7,Male,SI,603.8078678,299.9419114
1565,0.089968159,348,2018-01-29T12:21:46.624134,Scotch,2.6,Female,,3.9,166.57
1566,0.011183495,710,2018-01-29T12:21:46.624289,whiskey,0.4,Male,,0.6,234.74
1567,0.123671488,453,2018-01-29T12:21:46.624534,vidka,3.3,Female,metric,144.8984139,218.4885331
1568,0.103271569,54,2018-01-29T12:21:46.624763,vidka,4.1,M,,6.15,184.36
1569,0.324763039,23,2018-01-29T12:21:46.625088,shots,8.4,femeal,,12.6,150.96
1570,0.116458042,1/1/71,2018-01-29T12:21:46.625284,Cab,4.3,Male,,21.5,167.93
1571,0.121715383,1/28/91,2018-01-29T12:21:46.625463,Cab,4.7,F,SI,696.5241053,300.4062307
1572,0.034256667,351,2018-01-29T12:21:46.625653,Cab,1.7,M,,8.5,196.71
1573,0.056809662,44,2018-01-29T12:21:46.625812,Wine,1.7,,SI,251.655238,228.3662272
1574,0.052933665,42,2018-01-29T12:21:46.626003,Wine,2.9,male,metric,429.5338415,320.8142744
1575,0.128497165,12/30/77,2018-01-29T12:21:46.626189,Scotch,4.4,femeal,metric,195.9739319,283.1466629
1576,0.06784118,766,2018-01-29T12:21:46.626379,vidka,3.5,male,metric,156.9174273,320.901115
1577,0.041124873,55,2018-01-29T12:21:46.626542,Beer,1.3,male,,15.6,183.08
1578,0.284877365,272,2018-01-29T12:21:46.626708,Beer,8.8,meal,SI,3125.355902,199.0916002
1579,0.03815129,7/12/53,2018-01-29T12:21:46.626869,Warsteiner,1.9,Male,,22.8,184.63
1580,0.025571116,708,2018-01-29T12:21:46.627030,Merlot,0.8,Male,SI,119.0919542,259.2557087
1581,0.248886112,306,2018-01-29T12:21:46.627188,whiskey,8.9,Female,,13.35,198.83
1582,0.023302862,453,2018-01-29T12:21:46.627334,Beer,0.7,Female,,8.4,198.93
1583,0.121350735,31,2018-01-29T12:21:46.627481,Wine,3.2,F,metric,473.8789503,203.8922148
1584,0.06912472,254,2018-01-29T12:21:46.627653,Cab,1.2,F,metric,175.3120102,169.1160926
1585,0.21600163,463,2018-01-29T12:21:46.627812,Vin,5.2,female,metric,770.4749066,195.0179083
1586,0.082843653,707,2018-01-29T12:21:46.627969,IPA,3.8,meal,,45.6,181.82
1587,0.106061831,7/25/71,2018-01-29T12:21:46.628121,IPA,4.8,M,,57.6,200.46
1588,0.022955814,595,2018-01-29T12:21:46.628301,Vino,0.5,Female,,2.5,198.28
1589,0.07111394,2/10/76,2018-01-29T12:21:46.628449,whiskey,3,M,metric,134.1993878,272.0334005
1590,0.092754113,8/5/86,2018-01-29T12:21:46.628621,vidka,4,Male,,6,191.72
1591,0.020109433,4/1/53,2018-01-29T12:21:46.628788,IPA,1.2,male,metric,426.5902375,301.2376565
1592,0.00989099,451,2018-01-29T12:21:46.628963,Cab,0.7,M,,3.5,200.62
1593,0.131543377,363,2018-01-29T12:21:46.629116,vidka,5.8,meal,SI,258.6801185,293.0227558
1594,0.038952053,689,2018-01-29T12:21:46.629275,Cab,1.7,meal,metric,250.6168889,319.5389652
1595,0.107831509,343,2018-01-29T12:21:46.629443,Cab,4.4,male,,22,169.1
1596,0.245467823,26,2018-01-29T12:21:46.629596,whiskey,7.4,,,11.1,170.78
1597,0.07178352,64,2018-01-29T12:21:46.629755,Beer,2.7,male,,32.4,185.26
1598,0.086525632,58,2018-01-29T12:21:46.629912,Wine,2.6,F,,13,171.3
1599,0.076749096,55,2018-01-29T12:21:46.630069,Scotch,3.2,meal,,4.8,189.82
1600,0.085690367,57,2018-01-29T12:21:46.630228,Vino,2.2,F,,11,133.73
1601,0.011294239,620,2018-01-29T12:21:46.630386,Franziskaner Weissbier,0.5,male,metric,177.4000623,284.0043545
1602,0.064036955,556,2018-01-29T12:21:46.630545,Bud Light,1.6,femeal,,19.2,145.4
1603,0.026796523,550,2018-01-29T12:21:46.630690,Merlot,1.1,meal,,5.5,184.08
1604,0.108274094,369,2018-01-29T12:21:46.630836,vidka,4.9,male,,7.35,197.94
1605,0.024551688,9/17/89,2018-01-29T12:21:46.630981,Wine,0.9,male,,4.5,142.35
1606,0.069736,9/30/55,2018-01-29T12:21:46.631140,Merlot,2.8,male,metric,415.2619892,262.4617646
1607,0.022723793,1/28/70,2018-01-29T12:21:46.631326,Franziskaner Weissbier,0.5,Female,,6,164.77
1608,0.032199662,537,2018-01-29T12:21:46.631492,Merlot,1.7,,metric,250.1522721,322.3348875
1609,0.078156992,405,2018-01-29T12:21:46.631651,shots,2.2,F,SI,96.13719314,242.868208
1610,0.08746109,29,2018-01-29T12:21:46.631810,Wine,3.4,male,,17,193.38
1611,0.115814543,48,2018-01-29T12:21:46.631973,Vino,4.1,meal,,20.5,156.07
1612,0.119138308,542,2018-01-29T12:21:46.632132,IPA,3.9,meal,metric,1385.264413,235.1879711
1613,0.223151397,23,2018-01-29T12:21:46.632294,Cab,7.3,Female,,36.5,184.6
1614,0.010407986,5/14/68,2018-01-29T12:21:46.632451,Beer,0.5,M,,6,179.65
1615,0.06393248,10/15/79,2018-01-29T12:21:46.632611,Merlot,2,,SI,296.6105785,227.2204476
1616,0.063926714,731,2018-01-29T12:21:46.632781,Vino,2.1,female,metric,310.0918003,246.8361391
1617,0.023503567,50,2018-01-29T12:21:46.633013,Beer,0.5,female,,6,151.32
1618,0.090022474,5/8/78,2018-01-29T12:21:46.633195,Beer,1.9,femeal,,22.8,115.73
1619,0.089433297,11/11/67,2018-01-29T12:21:46.633374,Vin,4,Male,SI,592.496682,282.7852233
1620,0.134855809,4/1/60,2018-01-29T12:21:46.633551,Warsteiner,3.5,female,,42,149.92
1621,0.015188491,425,2018-01-29T12:21:46.633714,Scotch,0.7,Male,metric,33.10696728,289.2304762
1622,0.036715217,506,2018-01-29T12:21:46.633874,Franziskaner Weissbier,1.8,,,21.6,189.71
1623,0.132395105,700,2018-01-29T12:21:46.634029,shots,3.4,M,,5.1,118.84
1624,0.14358057,609,2018-01-29T12:21:46.634184,Franziskaner Weissbier,4.5,F,metric,1598.406372,262.058017
1625,0.193032917,338,2018-01-29T12:21:46.634344,Scotch,8,,,12,195.23
1626,0.031311044,541,2018-01-29T12:21:46.634495,vidka,1.1,female,,1.65,154.94
1627,0.134729976,11/14/61,2018-01-29T12:21:46.634644,vidka,3.6,Female,,5.4,154.93
1628,0.05121402,29,2018-01-29T12:21:46.634803,Vino,1.7,male,SI,250.8878615,253.8721092
1629,0.029702615,554,2018-01-29T12:21:46.634970,Bud Light,1.6,M,,19.2,218.1
1630,0.041858847,736,2018-01-29T12:21:46.635115,shots,1.2,Female,metric,51.80317756,262.8291942
1631,0.119320093,536,2018-01-29T12:21:46.635271,Merlot,4.5,M,metric,666.7821367,256.2342022
1632,0.058749062,33,2018-01-29T12:21:46.635428,vidka,2.3,M,,3.45,190.39
1633,0.048815475,27,2018-01-29T12:21:46.635719,shots,1.8,,,2.7,173.4
1634,0.142017958,335,2018-01-29T12:21:46.635903,Merlot,6.3,M,,31.5,193.12
1635,0.148689664,447,2018-01-29T12:21:46.636060,Wine,4.7,F,metric,696.386301,268.2473148
1636,0.184896656,596,2018-01-29T12:21:46.636226,Scotch,4.5,femeal,,6.75,142.13
1637,0.040518382,55,2018-01-29T12:21:46.636378,whiskey,1.8,Male,metric,78.82089905,252.1699464
1638,0.121117107,9/4/77,2018-01-29T12:21:46.636562,Franziskaner Weissbier,4.4,femeal,SI,1561.492115,279.4268374
1639,0.131775938,746,2018-01-29T12:21:46.636744,Franziskaner Weissbier,3.6,F,,43.2,162.56
1640,0.035368693,483,2018-01-29T12:21:46.636894,IPA,1.2,Female,,14.4,186.77
1641,0.073267975,9/4/68,2018-01-29T12:21:46.637044,Scotch,3.5,M,metric,154.1985657,308.0368184
1642,0.122889696,44,2018-01-29T12:21:46.637217,Wine,3.4,female,,17,156.83
1643,0.105508871,44,2018-01-29T12:21:46.637376,Warsteiner,5.1,M,metric,1811.466095,304.9292256
1644,0.138254687,23,2018-01-29T12:21:46.637553,shots,5.3,meal,SI,234.83177,249.2344642
1645,0.106156991,300,2018-01-29T12:21:46.637742,Vino,3,female,,15,164.34
1646,0.06187567,751,2018-01-29T12:21:46.637896,shots,2.4,male,,3.6,177.53
1647,0.081767414,391,2018-01-29T12:21:46.638045,whiskey,4.6,M,,6.9,238.1
1648,0.025169924,697,2018-01-29T12:21:46.638192,Bud Light,0.9,meal,,10.8,173.47
1649,0.09310146,48,2018-01-29T12:21:46.638341,Cab,3.6,male,,18,168.98
1650,0.048214743,750,2018-01-29T12:21:46.638502,Merlot,1.2,,,6,157.23
1651,0.116416879,459,2018-01-29T12:21:46.638675,Vino,5.9,M,metric,873.763484,313.9940902
1652,0.061775004,11/11/59,2018-01-29T12:21:46.638846,Cab,2.6,meal,metric,384.5219339,278.4116003
1653,0.349492274,6/4/94,2018-01-29T12:21:46.639022,Scotch,8.5,female,,12.75,137.95
1654,0.060514906,515,2018-01-29T12:21:46.639226,vidka,1.8,F,SI,80.56099098,254.3230455
1655,0.045057061,47,2018-01-29T12:21:46.639494,Vino,1.6,male,,8,178.08
1656,0.10866709,387,2018-01-29T12:21:46.639670,Beer,4.7,Male,,56.4,196.75
1657,0.017134971,49,2018-01-29T12:21:46.639822,Merlot,0.5,Male,metric,75.51037624,276.9764361
1658,0.038366157,46,2018-01-29T12:21:46.639995,IPA,2.1,Male,metric,745.4873977,313.6656023
1659,0.070370797,1/23/75,2018-01-29T12:21:46.640168,Cab,2.9,male,,14.5,202.41
1660,0.136552865,27,2018-01-29T12:21:46.640437,Franziskaner Weissbier,3.7,Female,,44.4,147.02
1661,0.057245473,49,2018-01-29T12:21:46.640631,Scotch,2,female,,3,181
1662,0.107487682,39,2018-01-29T12:21:46.640804,shots,3.8,male,,5.7,160.78
1663,0.086914496,25,2018-01-29T12:21:46.640971,whiskey,3.9,Male,,5.85,200.08
